names,overview,TV_Movie,Adventure,Comedy,Fantasy,Romance,Family,History,Documentary,War,Crime,Drama,Horror,Thriller,Animation,Action,Science_Fiction,Mystery,Western,Music
No Game No Life: Zero,"In ancient Disboard, Riku is an angry, young warrior intent on saving humanity from the warring Exceed, the sixteen sentient species, fighting to establish the ""One True God"" amongst the Old Deus. In a lawless land, humanity's lack of magic and weak bodies have made them easy targets, leaving them on the brink of extinction. One day, hope returns to humanity when Riku finds a powerful female Ex-machina, whom he names Schwi. Exiled from her Cluster because of her research into human emotions, Schwi is convinced that humanity has only survived due to the power of these feelings. Forming an unlikely partnership in the midst of the overwhelming chaos, Riku and Schwi must now find the answers to their individual shortcomings in each other, and discover for themselves what it truly means to be human as they fight for their lives against all odds. Each with a powerful new ally in tow, it is now up to them to prevent the extinction of the human race and establish peace throughout Disboard!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Falling for Christmas,"An engaged, spoiled hotel heiress finds herself in the care of a handsome, blue-collar lodge owner and his precocious daughter after getting amnesia in a skiing accident.",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gridiron Gang,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tenebre,An American writer in Rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
The Ritual: Black Nun,Plot Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beautiful Boy,"After he and his first wife separate, journalist David Sheff struggles to help their teenage son, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Benji,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Astro Boy,"Set in the futuristic Metro City, Astro Boy (Atom) is a young robot with incredible powers created by a brilliant scientist in the image of the son he had lost. Unable to fulfill his creator's expectations, Astro embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before returning to save Metro City and reconcile with the father who rejected him.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
To the Bone,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Minuscule: Valley of the Lost Ants,"In a peaceful little clearing, the remains of a hastily abandoned picnic sparks a battle between two tribes of ants. A bold young ladybug finds himself caught in the middle. He befriends the leader of the black ants, Mandible, and helps him save the anthill from the assault of the terrible red ant warriors, led by the fearful Butor. A fantastic journey at ground level.",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Unheard,Chloe Grayden undergoes an experimental procedure to restore her hearing. Soon she begins to suffer from auditory hallucinations related to the disappearance of her mother.,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
"Sex, Shame and Tears 2","Twenty years have passed since those two apartments in the heart of Mexico City were the battlefield of a war of the sexes between Ana, Carlos, Andrea, Miguel, Tomás and María. All that is left of those apartments are memories and the image of Tomás' dead body at the bottom of the elevator shaft. Their lives have changed, their families have grown and new and unexpected characters have come to unsettle their daily lives and trigger a chain of events that will make them realize that modesty has been replaced by public disclosure; sex is only an app away; but love...love is still something elusive that everyone in today's banal and chaotic world is seeking.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ring of the Nibelungs,"In this swords-and-sorcery tale, good-hearted blacksmith Eyvind hides away infant Prince Siegfried after two malevolent kings murder his father. But a fiery meteor sent by the gods reveals Siegfried's destiny, sending him on the quest of a lifetime. To save a crumbling kingdom claim the heart of his true love, he'll have to slay the nefarious dragon, Fafnir.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sixteen Candles,A teenage girl deals with her parents forgetting her birthday and a crush on her high school's heartthrob.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Leave,"Semih's girlfriend suddenly breaks up with him. In search of answers about their relationship, he must soon confront what he had long ignored.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Russia's Wild Tiger,"Records the battle for the survival of the big cats and reveals intimate details of their lives. The animals they prey on are also in the film: tigers couldn’t survive without sika deer, Altai wapiti, wild boars and Asian black bears. Guiding the viewer through the film, an elder tiger tells the story of his cub, born in a conservation area, the year after he leaves his mother.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dark and the Wicked,"On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Table 19,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Christopher Robin,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Girls Trip,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summertime,"In 1971, a young woman moves from the French countryside to Paris and begins a passionate love affair with a feminist leader.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sleeping Beauty,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Castaway on the Moon,"Mr. Kim is jobless, lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small, mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Venom,"A group of teenagers fear for their lives in the swamps of Louisiana, chased by Mr. Jangles, a man possessed by 13 evil souls, and now relentless in his pursuit of new victims.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Mr. Nobody,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Emmanuelle: Queen of Sados,"After years of abuse at the hands of her husband, a woman, Emmanouella, is pushed to the breaking point. She hires a hitman to do in her husband, but just when she thinks her troubles are at an end, the assassin blackmails her. As her husband's business partner struggles to prove her guilt, and as the hitman continues to threaten her new found security, Emmanouella struggles to keep her name clear and to keep her naive stepdaughter from becoming tangled in the web of danger she has created.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Housemaid,"Daisy's task as a new maid to a wealthy family is to watch over a young kid, but unknowingly she's being watched by the kid's father. When temptation kicks in Daisy and the wealthy family's lives start to shatter in pieces.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blindness,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
White Palace,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Cabinet of Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Ne Zha,"The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hardball,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,"A re-telling of the Alabaster Arc from One Piece (TV). Luffy and his crew come to rescue a land in the midst of a civil war, due to a powerful devil fruit user.",0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
The Contract,"Attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer.",0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Mickey's Christmas Carol,"Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Knight Before Christmas,A medieval English knight is magically transported to present day where he ends up falling for a high school science teacher.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homejack Quartet,"""Jack"" targets a fashion model and her photographer, while the photographer's ex-wife and her new boyfriend are also drawn into the action.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pretty Young Sister,"Ji-yeong and Woo-hyeon is on a fun, casual relationship. However, Woo-hyeon finds out that his friend Min-soo likes Ji-yeong and decides to be a stepping stone between them. Will Min-soo and Ji-yeong be able to date after many twists and turns? Or will Ji-yeong go back to Woo-hyeon's arms? The story of two men surrouding Ji-yeong's heart begins.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
